id,level,category,subcategory,question,option_0,option_1,option_2,option_3,correct_answer,explanation,source
22,EMT,SNHD Protocols,,What protocols must be followed in the specific sequence noted?,General assessment,,,,0,General assessment,SNHD Protocols - Quizlet
23,EMT,SNHD Protocols,,What is the most common cause of bradycardia in a child?,Hypoxemia,,,,0,Hypoxemia,SNHD Protocols - Quizlet
24,EMT,SNHD Protocols,,"For a drowning victim in cardiac arrest, what should emphasis be placed on?",oxygenation/ventilation,,,,0,oxygenation/ventilation,SNHD Protocols - Quizlet
25,EMT,SNHD Protocols,,How much does a leg represent in a pediatric patient in the rule of 9's?,14,,,,0,14,SNHD Protocols - Quizlet
26,EMT,SNHD Protocols,,"Adult trauma calls that meet Step 1 or 2 of the Trauma Field Triage Criteria Protocol and occur within the St. Rose Dominican Hospital - Siena Campus Catchment Area, City of Henderson, or the geographical area bordered by Paradise Road to the west continuing along that portion where it becomes Maryland Parkway, Sunset Road to the north, and the county line to the east, are to be transported to Sunrise Hospital & Medical Center and the medical directions for the treatment of the patient must be transported to Sunrise Trauma Center",True,,,,0,True,SNHD Protocols - Quizlet
27,EMT,SNHD Protocols,,When are backboard indicated?,extrication/patient movement,,,,0,extrication/patient movement,SNHD Protocols - Quizlet
28,EMT,SNHD Protocols,,"Even if a patient indicates they wish to receive life-rescusitating treatment, the DNR/POLST Order or Identification shall be honored",False,,,,0,False,SNHD Protocols - Quizlet
29,EMT,SNHD Protocols,,"The St. Rose Siena catchment area is for all trauma calls that meet Step 3 or in the provider's judgment meet Step 4 of the Trauma Field Triage Criteria Protocol and occur within the City of Henderson or the geographical area bordered by Interstate 15 to the west and Sunset road to the north, and the county line to the east, are to be transported to St. Rose Dominican Hospital - Siena Campus and the medical directions for the treatment of the patient must originate at that center",True,,,,0,True,SNHD Protocols - Quizlet
30,EMT,SNHD Protocols,,How should oxygen be delivered to patients with smoke inhalation?,100% NRB,,,,0,100% NRB,SNHD Protocols - Quizlet
31,EMT,SNHD Protocols,,Patients with a possible spinal injury found in motor vehicles should not be asked if they are able to exist the motor vehicle on their own,False,,,,0,False,SNHD Protocols - Quizlet
32,EMT,SNHD Protocols,,"In patients in which the ability to ventilate cannot be established, where shall the patient be transported to?",the nearest emergency department,,,,0,the nearest emergency department,SNHD Protocols - Quizlet
33,EMT,SNHD Protocols,,Circumferential burns meets criteria to be transported to a burn center,True,,,,0,True,SNHD Protocols - Quizlet
34,EMT,SNHD Protocols,,"A patient with burns that involve the face, hands, feet, genitalia, perineum, or major joints meets criteria to be transported to a burn center",True,,,,0,True,SNHD Protocols - Quizlet
35,EMT,SNHD Protocols,,What are possible causes of Cardiogenic Shock?,"Myocardial contusion, Heart failure, MI, toxins, Cardiomyopathy",,,,0,"Myocardial contusion, Heart failure, MI, toxins, Cardiomyopathy",SNHD Protocols - Quizlet
36,EMT,SNHD Protocols,,When is cervical stabilization not performed?,"Injuries where placement of the collar might compromise patient assessment, airway management, ventilation, and/or hemorrhage control. Patients in cardiac patient. Penetrating trauma to the head and/or neck with no evidence of spinal injury",,,,0,"Injuries where placement of the collar might compromise patient assessment, airway management, ventilation, and/or hemorrhage control. Patients in cardiac patient. Penetrating trauma to the head and/or neck with no evidence of spinal injury",SNHD Protocols - Quizlet
37,EMT,SNHD Protocols,,"For cardiac arrest patients who are pregnant, manual CPR is recommended",True,,,,0,True,SNHD Protocols - Quizlet
38,EMT,SNHD Protocols,,How shall contact with medical control be established?,by radio,,,,0,by radio,SNHD Protocols - Quizlet
39,EMT,SNHD Protocols,,When should patient care be rendered?,en route to a definitive treatment facility,,,,0,en route to a definitive treatment facility,SNHD Protocols - Quizlet
40,EMT,SNHD Protocols,,Adult pads may be used on children weighing more than how much?,15 kg,,,,0,15 kg,SNHD Protocols - Quizlet
41,EMT,SNHD Protocols,,"A patient who meets step 2 of the Trauma Triage Field Criteria, must be transported to what level trauma center",Level 1 or 2,,,,0,Level 1 or 2,SNHD Protocols - Quizlet
42,EMT,SNHD Protocols,,What does the Parkland burn Formula define?,how much fluid is given over the 24 hours for a burned patient,,,,0,how much fluid is given over the 24 hours for a burned patient,SNHD Protocols - Quizlet
43,EMT,SNHD Protocols,,What is a normal blood glucose reading in a newborn?,40 mg/dL,,,,0,40 mg/dL,SNHD Protocols - Quizlet
44,EMT,SNHD Protocols,,"If a drowning victim has foam in the airway, the foam should be suctioned out initially",False,,,,0,False,SNHD Protocols - Quizlet
45,EMT,SNHD Protocols,,Which of the following are approved pediatric centers?,"Summerlin Hospital, UMC, St. Rose Siena, Sunrise Hospital",,,,0,"Summerlin Hospital, UMC, St. Rose Siena, Sunrise Hospital",SNHD Protocols - Quizlet
46,EMT,SNHD Protocols,,Ice should be applied to burns,false,,,,0,false,SNHD Protocols - Quizlet
47,EMT,SNHD Protocols,,How long can postpartum eclampsia/pre-eclampsia present after childbirth?,up to 6 weeks,,,,0,up to 6 weeks,SNHD Protocols - Quizlet
48,EMT,SNHD Protocols,,What is the compression to ventilation ratio in neonatal resuscitation?,3:1,,,,0,3:1,SNHD Protocols - Quizlet
49,EMT,SNHD Protocols,,Telemetry contact should be established by radio,True,,,,0,True,SNHD Protocols - Quizlet
50,EMT,SNHD Protocols,,What medications can be administered or monitored during an inter facility transfer?,all medications listed on the official drug inventory as appropriate for level of license and per protocol,,,,0,all medications listed on the official drug inventory as appropriate for level of license and per protocol,SNHD Protocols - Quizlet
51,EMT,SNHD Protocols,,Carefully monitor patients as you treat them; stable tachycardia may convert to unstable rhythms/condition quickly,True,,,,0,True,SNHD Protocols - Quizlet
52,EMT,SNHD Protocols,,All drowning patients should be transported for evaluation because of the potential for worsening over the next several hours,True,,,,0,True,SNHD Protocols - Quizlet
53,EMT,SNHD Protocols,,How much does the head represent in an adult patient in the rule of 9's?,9%,,,,0,9%,SNHD Protocols - Quizlet
