id,level,category,subcategory,question,option_0,option_1,option_2,option_3,correct_answer,explanation,source
64,AEMT,Transport Criteria,Pediatric,Where should a sexual assault victim under 13 years old be transported?,Specialized pediatric center with SANE program,Any emergency department,Adult trauma center,UMC only,0,Sexual assault victims under 13 require transport to specialized pediatric centers with Sexual Assault Nurse Examiner (SANE) programs.,SNHD Protocols
65,AEMT,Transport Criteria,Trauma,How high should you raise the head of the bed for a patient with suspected brain injury?,30 degrees,15 degrees,45 degrees,90 degrees (sitting),0,Head of bed should be elevated 30 degrees for suspected brain injury to reduce intracranial pressure while maintaining perfusion.,SNHD Protocols
66,AEMT,Medications,Indications,How low should BGL be before D10 is administered?,< 60 mg/dL,< 40 mg/dL,< 80 mg/dL,< 100 mg/dL,0,D10 (dextrose 10%) is administered for hypoglycemia when BGL is below 60 mg/dL per SNHD protocols.,SNHD Protocols
67,AEMT,Behavioral Emergencies,,What is NOT a component of SAFER?,Restraint (physical),Stabilize the scene,Assess the patient,Facilitate communication,0,SAFER stands for: Stabilize Assess Facilitate Evaluate Referral/Transport. Physical restraint is not part of the acronym but may be necessary.,SNHD Protocols
68,AEMT,Cold Related Illness,,What level of hypothermia is a patient in who has a temperature of 89 degrees?,Severe (Stage 3),Mild (Stage 1),Moderate (Stage 2),Profound (Stage 4),0,Hypothermia stages: Mild 95-90°F (35-32°C) Moderate 90-82°F (32-28°C) Severe < 82°F (28°C). 89°F is severe hypothermia.,SNHD Protocols
69,AEMT,Medications,Actions,What is the action of oxymetazaline?,Nasal decongestant (vasoconstrictor),Antihistamine,Antibiotic,Bronchodilator,0,Oxymetazoline (Afrin) is a nasal decongestant that works by vasoconstriction of nasal blood vessels to reduce swelling.,SNHD Protocols
70,AEMT,Medications,,What medication should you administer to treat a dystonic reaction?,Diphenhydramine (Benadryl),Glucagon,Naloxone,Albuterol,0,Dystonic reactions (involuntary muscle spasms) are treated with Diphenhydramine (Benadryl) 25-50 mg IV/IM per SNHD protocols.,SNHD Protocols
71,AEMT,Heat Related Illness,,What is NOT a symptom of heat stroke?,Shivering,Altered mental status,Hot dry skin,Hyperthermia > 104°F,0,Heat stroke symptoms include altered mental status hot dry skin (classic) or sweating (exertional) and hyperthermia. Shivering is NOT a symptom of heat stroke.,SNHD Protocols
72,AEMT,OB,Obstetric Emergency,What should you do in the instance of a prolapsed cord?,Knee-chest position elevate hips manual pressure,Immediate delivery,Give oxygen only,Transport immediately without intervention,0,Prolapsed cord management: Place mother in knee-chest position elevate hips with pillows apply manual pressure to fetal head off cord oxygen high flow immediate transport.,SNHD Protocols
73,AEMT,Seizure,,How is status epilepticus defined?,Seizure > 5 minutes or recurrent without recovery,Single seizure lasting 30 seconds,Two seizures in 24 hours,Seizure with loss of consciousness only,0,Status epilepticus is defined as a seizure lasting > 5 minutes OR recurrent seizures without return to baseline consciousness between episodes.,SNHD Protocols
74,AEMT,Fluid Boluses,,How much fluid should be administered in the cardiogenic shock protocol?,250-500 mL cautiously,1000 mL bolus,2000 mL rapidly,No fluids (fluids contraindicated),0,Cardiogenic shock requires cautious fluid administration: 250-500 mL bolus while monitoring for fluid overload. Excessive fluids worsen cardiac function.,SNHD Protocols
75,AEMT,Shock,,Which one is a form of distributive shock?,Septic shock,Hypovolemic shock,Cardiogenic shock,Obstructive shock,0,Distributive shock types: Septic (infection) Anaphylactic (allergic) Neurogenic (spinal cord injury). Characterized by massive vasodilation.,SNHD Protocols
76,AEMT,Burns,,What are signs of smoke inhalation?,Singed nasal hairs soot in mouth cough stridor,Blistering only,No symptoms initially,Only visible burns,0,Smoke inhalation signs: singed nasal hairs soot in oropharynx cough hoarseness stridor carbonaceous sputum facial burns. All inhalation victims need transport.,SNHD Protocols
77,AEMT,STEMI,,What is the medication and dose that an AEMT can administer for a patient with a suspected STEMI?,Aspirin 324 mg chewable (plus NTG if SBP > 90),Morphine 2 mg,Albuterol 2.5 mg,Heparin 5000 units,0,AEMT scope for STEMI: Aspirin 324 mg chewable (if not taken) and Nitroglycerin 0.4 mg SL if systolic BP > 90 mmHg per chest pain protocol.,SNHD Protocols
78,AEMT,Fluid Boluses,Pediatric,How much fluid should you give if a pediatric patient has a BGL >250?,20 mL/kg NS or LR (assess for DKA),No fluids,10 mL/kg,40 mL/kg,0,Pediatric patients with BGL >250 may be in DKA. Give 20 mL/kg NS or LR bolus and assess for dehydration/DKA symptoms. Monitor blood sugar closely.,SNHD Protocols
79,EMT,Burns,,"If a chemical burn involves the eyes, how long should you flush the affected eye?",At least 20 minutes,5 minutes,10 minutes,2 minutes,0,Chemical eye burns require continuous irrigation for at least 20 minutes with normal saline or sterile water. Do not delay transport for irrigation.,SNHD Protocols
80,AEMT,Transport Criteria,Waiting Room,"A patient has been administered two doses of D10 for hypoglycemia and is now no longer AMS and vital signs are within normal, do they qualify for the waiting room?",No - must be transported for evaluation,Yes immediately,Only if family requests transport,Only if BGL > 100,0,Post-hypoglycemia patients who received D10 require transport for evaluation even if asymptomatic. Risk of recurrent hypoglycemia mandates transport.,SNHD Protocols
81,AEMT,Trauma,,What does NOT meet NEXUS criteria for cervical stabilization?,Isolated head trauma without neck pain,No midline cervical tenderness,Normal level of alertness,No focal neurologic deficit,0,NEXUS criteria for NO cervical stabilization: No midline tenderness Normal alertness No intoxication No focal neuro deficit No painful distracting injury. Isolated head trauma alone does NOT exclude collar.,SNHD Protocols
82,AEMT,Hyperkalemia,Medications,What medication can an AEMT administer to treat hyperkalemia?,Albuterol (beta-agonist),Insulin,Calcium gluconate,Sodium bicarbonate,0,AEMT scope for hyperkalemia: Albuterol nebulizer (beta-agonist shifts potassium into cells). Other options (insulin calcium bicarb) are Paramedic scope.,SNHD Protocols
