id,level,category,subcategory,question,option_0,option_1,option_2,option_3,correct_answer,explanation,source
42,EMT,SNHD Protocols,,What does the Parkland burn Formula define?,Depth of burn,Body surface area burned,Fluid resuscitation volume over 24 hours,Pain medication dosage,2,The Parkland Formula calculates the fluid resuscitation volume needed over the first 24 hours for burn patients,SNHD Protocols
43,EMT,SNHD Protocols,,What is a normal blood glucose reading in a newborn?,20 mg/dL,30 mg/dL,40 mg/dL,60 mg/dL,2,Normal blood glucose in a newborn is generally considered >40 mg/dL,SNHD Protocols
44,EMT,SNHD Protocols,,If a drowning victim has foam in the airway the foam should be suctioned out initially,TRUE,FALSE,,,1,Foam should not be suctioned as it will re-accumulate; focus on ventilation,SNHD Protocols
45,EMT,Transport Criteria,Destinations,Which of the following are approved pediatric centers?,Summerlin/UMC/St. Rose Siena/Sunrise,Valley/Desert Springs,Mountain View/Centennial,Spring Valley/Henderson,0,Approved pediatric centers include Summerlin UMC St. Rose Siena and Sunrise,SNHD Protocols
46,EMT,Burns,Burns,Ice should be applied to burns,TRUE,FALSE,,,1,Ice should not be applied to burns as it can cause further tissue damage/vasoconstriction,SNHD Protocols
47,EMT,OB,Preeclampsia/Eclampsia,How long can postpartum eclampsia/pre-eclampsia present after childbirth?,1 week,2 weeks,4 weeks,Up to 6 weeks,3,Eclampsia/pre-eclampsia can present up to 6 weeks postpartum,SNHD Protocols
48,EMT,Neonatal,CPR,What is the compression to ventilation ratio in neonatal resuscitation?,15:2,30:2,3:1,5:1,2,The ratio for neonatal resuscitation is 3 compressions to 1 ventilation,SNHD Protocols
49,EMT,Telemetry,Telemetry,Telemetry contact should be established by radio,TRUE,FALSE,,,0,Telemetry contact is primarily established via radio,SNHD Protocols
50,EMT,Transport Criteria,Medications,What medications can be administered or monitored during an inter facility transfer?,Any medication,Only oxygen,All medications on official drug inventory per protocol/license,No medications,2,Attendants can monitor/administer medications listed on the official inventory appropriate for their licensure and protocol,SNHD Protocols
51,EMT,SNHD Protocols,,Carefully monitor patients as you treat them; stable tachycardia may convert to unstable rhythms/condition quickly,TRUE,FALSE,,,0,Stable tachycardia can rapidly deteriorate requiring close monitoring,SNHD Protocols
52,EMT,SNHD Protocols,,All drowning patients should be transported for evaluation because of the potential for worsening over the next several hours,TRUE,FALSE,,,0,Drowning patients are at risk for delayed pulmonary edema and should be evaluated,SNHD Protocols
53,EMT,SNHD Protocols,,How much does the head represent in an adult patient in the rule of 9's?,9%,14%,18%,4.5%,0,In adults the head represents 9% of the total body surface area,SNHD Protocols
54,AEMT,Medications,Actions,What is the action of Benadryl?,Beta agonist,Antihistamine,Vasoconstrictor,Analgesic,1,Diphenhydramine (Benadryl) is an antihistamine,SNHD Protocols
55,AEMT,Medications,Class,What class of medication is glucagon?,Sympathomimetic,Hormone/Hyperglycemic agent,Anticholinergic,Electrolyte,1,Glucagon is a hormone that acts as a hyperglycemic agent,SNHD Protocols
56,AEMT,Neonatal,Neonatal,What score does grimace get on the APGAR scale?,0-2,1-5,0-10,1-3,0,Grimace (Reflex Irritability) is scored from 0 to 2 on the APGAR scale,SNHD Protocols
57,AEMT,Transport Criteria,Destinations,Which hospital does air transport go?,Nearest hospital,Trauma Center/Specialty Center,Any hospital with a helipad,Airport,1,Air transport typically goes to appropriate Trauma or Specialty Centers based on patient needs,SNHD Protocols
58,AEMT,Pediatric,Burns,A 6 year old with 15% 2nd and 3rd degree TBSA burns should get what bolus of NS or LR?,10 mL/kg,20 mL/kg,500 mL,None,2,Protocol for pediatric burns >10% TBSA (age 6-12) often uses a specific fluid table or formula but general pediatric shock bolus is 20ml/kg,SNHD Protocols
59,AEMT,Pediatric,Medications,What naloxone dose should you give a pediatric patient that weighs 20kg who has taken her mother's pain meds?,0.1 mg/kg,2 mg,10 mg,0.5 mg,0,Pediatric Naloxone dose is 0.1 mg/kg,SNHD Protocols
60,AEMT,Medications,Class,Ondansetron is which class of medication?,Analgesic,Antiemetic,Antibiotic,Sedative,1,Ondansetron is an antiemetic,SNHD Protocols
61,AEMT,Trauma,Scoring,What trauma field triage criteria does pelvic fracture go into?,Step 1,Step 2,Step 3,Step 4,1,Pelvic fractures are typically Step 2 (Anatomic) criteria,SNHD Protocols
62,AEMT,Fluid Boluses,Adult,An adult male with non-traumatic abdominal pain is hypovolemic what is the correct initial bolus dose?,250 mL,500 mL,1000 mL,2000 mL,1,For non-traumatic hypovolemia/shock initial bolus is often 500 mL,SNHD Protocols
63,AEMT,Medications,,An expected side effect after administering a bronchodilator would be?,Bradycardia,Tachycardia/Tremors,Hypotension,Sedation,1,Bronchodilators like Albuterol commonly cause tachycardia and tremors,SNHD Protocols
64,AEMT,Transport Criteria,Pediatric,Where should a sexual assault victim under 13 years old be transported?,UMC,Sunrise,St. Rose Siena,Summerlin,1,Pediatric sexual assault victims (<13) are typically transported to Sunrise Hospital,SNHD Protocols
65,AEMT,Transport Criteria,Trauma,How high should you raise the head of the bed for a patient with suspected brain injury?,0 degrees,15 degrees,30 degrees,45 degrees,2,Head of bed should be elevated 30 degrees for TBI to reduce ICP,SNHD Protocols
66,AEMT,Medications,Indications,How low should BGL be before D10 is administered?,<40 mg/dL,<60 mg/dL,<80 mg/dL,<100 mg/dL,1,D10 is administered for BGL <60 mg/dL,SNHD Protocols
67,AEMT,Behavioral Emergencies,,What is NOT a component of SAFER?,Stabilize,Assess,Facilitate,Restrain,3,SAFER stands for Stabilize Assess Facilitate Encourage Referral (Restrain is not part of the acronym),SNHD Protocols
68,AEMT,Cold Related Illness,,What level of hypothermia is a patient in who has a temperature of 89 degrees?,Mild,Moderate,Severe,Profound,1,89°F (approx 31.6°C) falls into the Moderate hypothermia range (82-90°F),SNHD Protocols
69,AEMT,Medications,Actions,What is the action of oxymetazaline?,Vasodilator,Vasoconstrictor,Bronchodilator,Analgesic,1,Oxymetazoline is a vasoconstrictor used for epistaxis,SNHD Protocols
70,AEMT,Medications,,What medication should you administer to treat a dystonic reaction?,Albuterol,Diphenhydramine,Epinephrine,Ondansetron,1,Diphenhydramine is used to treat dystonic reactions,SNHD Protocols
71,AEMT,Heat Related Illness,,What is NOT a symptom of heat stroke?,Altered Mental Status,Hot dry skin,Hypotension,Profuse sweating (usually absent),3,In heat stroke sweating generally disappears (skin is hot/dry) though not always; however classic teaching differentiates it from exhaustion by lack of sweating and AMS,SNHD Protocols
72,AEMT,OB,Obstetric Emergency,What should you do in the instance of a prolapsed cord?,Push cord back in,Insert gloved fingers to relieve pressure,Clamp and cut cord,Place patient in Fowler's position,1,Insert gloved hand to lift presenting part off the cord; do not push cord back in,SNHD Protocols
73,AEMT,Seizure,,How is status epilepticus defined?,Seizure > 2 minutes,Seizure > 5 minutes or recurrent without recovery,Seizure > 10 minutes,Any seizure,1,Status epilepticus is defined as a seizure lasting >5 minutes or recurrent seizures without return to baseline,SNHD Protocols
74,AEMT,Fluid Boluses,,How much fluid should be administered in the cardiogenic shock protocol?,250 mL,500 mL,1000 mL,20 mL/kg,1,Cardiogenic shock fluid administration is cautious often 250-500 mL boluses checking lung sounds,SNHD Protocols
75,AEMT,Shock,,Which one is a form of distributive shock?,Hypovolemic,Cardiogenic,Septic,Obstructive,2,Septic shock is a type of distributive shock,SNHD Protocols
76,AEMT,Burns,,What are signs of smoke inhalation?,Singed nasal hairs/Hoarseness,Clear breath sounds,Normal SpO2,Bradycardia,0,Signs include singed nasal hairs facial burns hoarseness and soot in sputum,SNHD Protocols
77,AEMT,STEMI,,What is the medication and dose that an AEMT can administer for a patient with a suspected STEMI?,Morphine 2mg,Nitroglycerin 0.4mg SL,Fentanyl 50mcg,Aspirin 81mg,1,AEMTs can administer Nitroglycerin 0.4 mg SL (if patient's own or ambulance supply depending on jurisdiction protocol says 'Ambulance provided nitroglycerin'),SNHD Protocols
78,AEMT,Fluid Boluses,Pediatric,How much fluid should you give if a pediatric patient has a BGL >250?,10 mL/kg,20 mL/kg,40 mL/kg,60 mL/kg,1,For pediatric hyperglycemia (BGL >250) with signs of dehydration 10-20 mL/kg is typical,SNHD Protocols
79,EMT,Burns,,If a chemical burn involves the eyes how long should you flush the affected eye?,5 minutes,10-15 minutes,30 minutes,1 hour,1,Flush eyes for at least 10-15 minutes,SNHD Protocols
80,AEMT,Transport Criteria,Waiting Room,A patient has been administered two doses of D10 for hypoglycemia and is now no longer AMS and vital signs are within normal do they qualify for the waiting room?,Yes,No,,,1,Patients who received D10 typically require observation/admission and are not appropriate for the waiting room,SNHD Protocols
81,AEMT,Trauma,,What does NOT meet NEXUS criteria for cervical stabilization?,Midline cervical tenderness,Intoxication,Focal neurologic deficit,Distracting injury,3,NEXUS criteria require stabilization if: Tenderness AMS Intoxication Deficit or Distracting injury. If NONE exist spine is cleared. Absence of midline tenderness allows clearance if others met,SNHD Protocols
82,AEMT,Hyperkalemia,Medications,What medication can an AEMT administer to treat hyperkalemia?,Calcium Chloride,Sodium Bicarbonate,Albuterol,Insulin,2,AEMTs can typically administer Albuterol (nebulized) which helps shift potassium intracellularly,SNHD Protocols
